subs,Analysis,acc
INET040,SS,0.9833333333333334
INET041,SS,0.9833333333333334
INET047,SS,1.0
INET006,SS,0.9666666666666667
INET003,SS,1.0
INET019,SS,0.984375
INET003,SS,1.0
INET034,SS,0.984375
INET018,SS,1.0
INET050,SS,1.0
INET034,SS,0.984375
INET050,SS,1.0
INET040,SS,0.9833333333333334
INET051,SS,0.9476190476190476
INET051,SS,0.9476190476190476
INET034,SS,0.984375
INET044,SS,1.0
INET044,SS,1.0
INET045,SS,1.0
INET045,SS,1.0
INET050,SS,1.0
INET045,SS,1.0
INET019,SS,0.984375
INET016,SS,1.0
INET044,SS,1.0
INET034,SS,0.984375
INET006,SS,0.9666666666666667
INET041,SS,0.9833333333333334
INET051,SS,0.9476190476190476
INET050,SS,1.0
INET016,SS,1.0
INET003,SS,1.0
INET051,SS,0.9476190476190476
INET018,SS,1.0
INET034,SS,0.984375
INET019,SS,0.984375
INET041,SS,0.9833333333333334
INET016,SS,1.0
INET045,SS,1.0
INET047,SS,1.0
INET006,SS,0.9666666666666667
INET044,SS,1.0
INET041,SS,0.9833333333333334
INET044,SS,1.0
INET050,SS,1.0
INET040,SS,0.9833333333333334
INET047,SS,1.0
INET018,SS,1.0
INET019,SS,0.984375
INET019,SS,0.984375
INET050,SS,1.0
INET051,SS,0.9476190476190476
INET006,SS,0.9666666666666667
INET045,SS,1.0
INET018,OS,0.7244088596228674
INET016,OS,0.838515940727436
INET051,OS,0.7599095056465485
INET045,OS,0.7367160604699895
INET041,OS,0.7804129881789615
INET047,OS,0.7401219785976203
INET047,OS,0.7401219785976203
INET018,OS,0.7244088596228674
INET050,OS,0.5217017136870463
INET044,OS,0.6312490645113007
INET051,OS,0.7599095056465485
INET045,OS,0.7367160604699895
INET019,OS,0.6716563131502133
INET003,OS,0.617053216242588
INET006,OS,0.4693781878187819
INET051,OS,0.7599095056465485
INET047,OS,0.7401219785976203
INET050,OS,0.5217017136870463
INET006,OS,0.4693781878187819
INET045,OS,0.7367160604699895
INET018,OS,0.7244088596228674
INET034,OS,0.6270390601616282
INET006,OS,0.4693781878187819
INET044,OS,0.6312490645113007
INET045,OS,0.7367160604699895
INET019,OS,0.6716563131502133
INET041,OS,0.7804129881789615
INET047,OS,0.7401219785976203
INET041,OS,0.7804129881789615
INET045,OS,0.7367160604699895
INET016,OS,0.838515940727436
INET034,OS,0.6270390601616282
INET050,OS,0.5217017136870463
INET034,OS,0.6270390601616282
INET016,OS,0.838515940727436
INET019,OS,0.6716563131502133
INET044,OS,0.6312490645113007
INET006,OS,0.4693781878187819
INET019,OS,0.6716563131502133
INET040,OS,0.5020017960038914
INET040,OS,0.5020017960038914
INET034,OS,0.6270390601616282
INET034,OS,0.6270390601616282
INET016,OS,0.838515940727436
INET016,OS,0.838515940727436
INET040,OS,0.5020017960038914
INET019,OS,0.6716563131502133
INET051,OS,0.7599095056465485
INET050,OS,0.5217017136870463
INET041,OS,0.7804129881789615
INET051,OS,0.7599095056465485
INET047,OS,0.7401219785976203
INET034,OS,0.6270390601616282
INET040,OS,0.5020017960038914
INET041,OS,0.7804129881789615
INET016,OS,0.838515940727436
INET016,OS,0.838515940727436
INET016,OS,0.838515940727436
INET018,OS,0.7244088596228674
INET003,OS,0.617053216242588
INET050,OS,0.5217017136870463
INET019,OS,0.6716563131502133
INET047,OS,0.7401219785976203
INET018,OS,0.7244088596228674
INET019,OS,0.6716563131502133
INET006,OS,0.4693781878187819
INET016,OS,0.838515940727436
INET040,OS,0.5020017960038914
INET003,OS,0.617053216242588
INET003,OS,0.617053216242588
INET003,OS,0.617053216242588
INET040,OS,0.5020017960038914
INET003,OS,0.617053216242588
INET003,OS,0.617053216242588
INET045,OS,0.7367160604699895
INET044,OS,0.6312490645113007
INET044,OS,0.6312490645113007
INET051,OS,0.7599095056465485
INET040,OS,0.5020017960038914
INET040,OS,0.5020017960038914
INET006,OS,0.4693781878187819
INET044,OS,0.6312490645113007
INET050,OS,0.5217017136870463
INET044,OS,0.6312490645113007
INET040,OS,0.5020017960038914
INET047,OS,0.7401219785976203
INET041,OS,0.7804129881789615
INET018,OS,0.7244088596228674
INET044,OS,0.6312490645113007
INET045,OS,0.7367160604699895
INET050,OS,0.5217017136870463
INET016,OS,0.838515940727436
INET041,OS,0.7804129881789615
INET034,OS,0.6270390601616282
INET034,OS,0.6270390601616282
INET018,OS,0.7244088596228674
INET047,OS,0.7401219785976203
INET006,OS,0.4693781878187819
INET047,OS,0.7401219785976203
INET047,OS,0.7401219785976203
INET018,OS,0.7244088596228674
INET050,OS,0.5217017136870463
INET018,OS,0.7244088596228674
INET006,OS,0.4693781878187819
INET019,OS,0.6716563131502133
INET044,OS,0.6312490645113007
INET003,OS,0.617053216242588
INET003,OS,0.617053216242588
INET003,OS,0.617053216242588
INET006,OS,0.4693781878187819
INET041,OS,0.7804129881789615
INET045,OS,0.7367160604699895
INET045,OS,0.7367160604699895
INET050,OS,0.5217017136870463
INET006,OS,0.4693781878187819
INET047,OS,0.7401219785976203
INET041,OS,0.7804129881789615
INET003,OS,0.617053216242588
INET034,OS,0.6270390601616282
INET047,OS,0.7401219785976203
INET041,OS,0.7804129881789615
INET003,OS,0.617053216242588
INET016,OS,0.838515940727436
INET019,OS,0.6716563131502133
INET006,OS,0.4693781878187819
INET040,OS,0.5020017960038914
INET034,OS,0.6270390601616282
INET045,OS,0.7367160604699895
INET006,OS,0.4693781878187819
INET051,OS,0.7599095056465485
INET018,OS,0.7244088596228674
INET040,OS,0.5020017960038914
INET019,OS,0.6716563131502133
INET045,OS,0.7367160604699895
INET044,OS,0.6312490645113007
INET044,OS,0.6312490645113007
INET016,OS,0.838515940727436
INET040,OS,0.5020017960038914
INET018,OS,0.7244088596228674
INET041,OS,0.7804129881789615
INET016,OS,0.838515940727436
INET040,OS,0.5020017960038914
INET019,OS,0.6716563131502133
INET047,OS,0.7401219785976203
INET041,OS,0.7804129881789615
INET003,OS,0.617053216242588
INET018,OS,0.7244088596228674
INET050,OS,0.5217017136870463
INET034,OS,0.6270390601616282
INET040,OS,0.5020017960038914
INET041,OS,0.7804129881789615
INET047,OS,0.7401219785976203
INET006,OS,0.4693781878187819
INET003,OS,0.617053216242588
INET019,OS,0.6716563131502133
INET003,OS,0.617053216242588
INET034,OS,0.6270390601616282
INET018,OS,0.7244088596228674
INET050,OS,0.5217017136870463
INET034,OS,0.6270390601616282
INET050,OS,0.5217017136870463
INET040,OS,0.5020017960038914
INET051,OS,0.7599095056465485
INET051,OS,0.7599095056465485
INET034,OS,0.6270390601616282
INET044,OS,0.6312490645113007
INET044,OS,0.6312490645113007
INET045,OS,0.7367160604699895
INET045,OS,0.7367160604699895
INET050,OS,0.5217017136870463
INET045,OS,0.7367160604699895
INET019,OS,0.6716563131502133
INET016,OS,0.838515940727436
INET044,OS,0.6312490645113007
INET034,OS,0.6270390601616282
INET006,OS,0.4693781878187819
INET041,OS,0.7804129881789615
INET051,OS,0.7599095056465485
INET050,OS,0.5217017136870463
INET016,OS,0.838515940727436
INET003,OS,0.617053216242588
INET051,OS,0.7599095056465485
INET018,OS,0.7244088596228674
INET034,OS,0.6270390601616282
INET019,OS,0.6716563131502133
INET041,OS,0.7804129881789615
INET016,OS,0.838515940727436
INET045,OS,0.7367160604699895
INET047,OS,0.7401219785976203
INET006,OS,0.4693781878187819
INET044,OS,0.6312490645113007
INET041,OS,0.7804129881789615
INET044,OS,0.6312490645113007
INET050,OS,0.5217017136870463
INET040,OS,0.5020017960038914
INET047,OS,0.7401219785976203
INET018,OS,0.7244088596228674
INET019,OS,0.6716563131502133
INET019,OS,0.6716563131502133
INET050,OS,0.5217017136870463
INET051,OS,0.7599095056465485
INET006,OS,0.4693781878187819
INET045,OS,0.7367160604699895
